OrderNumber,OrderDate,Channel,Order Quantity,Unit Price,Line Total,Unit Cost,Product Name,Product Sales,District,SubDistrict,Total Unit Cost,District Sales,SubDistrict Sales,SchoolCustomer,centroid_lat,centroid_long,rentabel,Category,Warehouse Name
SO - 0005494,2016-02-29,Distributor,5,1306.5,6532.5,718.575,Product 5,17047098.1,ЮАО,Бирюлёво Восточное,3592.875,11968129.6,681885.8,ГБОУ школа № 1560 «Лидер»,55.77463364431466,37.49011550188176,0.82,Household materials,Север
SO - 0002692,2015-04-03,Wholesale,10,1293.1,12931.0,724.136,Product 13,11774660.4,СВАО,Ростокино,7241.36,12956171.9,804810.7,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.79,Printed products,Север
SO - 0003853,2015-08-16,Distributor,9,1809.0,16281.0,1338.66,Product 7,25715986.9,СВАО,Алтуфьевский,12047.94,12956171.9,918824.6,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.35,IT technology,Восток
SO - 000129,2014-06-03,Distributor,10,5976.4,59764.0,2450.324,Product 11,20621809.4,СВАО,Южное Медведково,24503.24,12956171.9,724732.3,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,1.44,Household materials,Север
SO - 0004133,2015-09-22,Distributor,5,1728.6,8643.0,1123.59,Product 1,25571548.3,СЗАО,Хорошёво-Мнёвники,5617.95,12797656.6,1570915.5,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.54,Printed products,Запад
SO - 0005917,2016-04-22,Wholesale,6,194.3,1165.8,126.295,Product 11,20621809.4,СЗАО,Покровское-Стрешнево,757.77,12797656.6,1404527.7,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.54,Household materials,Север
SO - 0003393,2015-06-22,Wholesale,9,5534.2,49807.8,4095.308,Product 1,25571548.3,СЗАО,Куркино,36857.772,12797656.6,1700821.8,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.35,Printed products,Север
SO - 0004956,2015-12-31,Export,10,214.4,2144.0,120.064,Product 7,25715986.9,СЗАО,Митино,1200.6399999999999,12797656.6,1592623.5,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.79,IT technology,Восток
SO - 0001722,2014-12-12,Wholesale,6,3999.9,23999.4,3119.922,Product 7,25715986.9,ВАО,Восточное Измайлово,18719.532,12387402.2,756959.3,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.28,IT technology,Запад
SO - 0001255,2014-10-17,Distributor,8,1889.4,15115.2,963.594,Product 4,2857288.7,ЮАО,Царицыно,7708.752,11968129.6,545989.7,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.96,Printed products,Запад
SO - 0006141,2016-05-18,Wholesale,7,1098.8,7691.6,560.388,Product 2,22913892.8,ЮАО,Донской,3922.7160000000003,11968129.6,709630.5,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.96,Household materials,Север
SO - 0005174,2016-01-23,Wholesale,5,3852.5,19262.5,3236.1,Product 11,20621809.4,ЮАО,Братеево,16180.5,11968129.6,860943.3,ГБОУ Школа № 1998,55.63400666872707,37.747322080029875,0.19,Household materials,Север
SO - 0005212,2016-01-28,Wholesale,10,1051.9,10519.0,641.659,Product 13,11774660.4,СВАО,Ростокино,6416.59,12956171.9,804810.7,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.64,Printed products,Север
SO - 0006376,2016-06-13,Wholesale,12,2425.4,29104.8,970.16,Product 2,22913892.8,ВАО,Богородское,11641.92,12387402.2,762868.7,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,1.5,Household materials,Восток
SO - 0006403,2016-06-17,Distributor,5,1333.3,6666.5,986.642,Product 10,3115647.4,ВАО,Гольяново,4933.21,12387402.2,879810.5,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.35,Printed products,Север
SO - 0002801,2015-04-16,Distributor,6,1031.8,6190.8,412.72,Product 2,22913892.8,ВАО,Восточное Измайлово,2476.32,12387402.2,756959.3,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,1.5,Household materials,Север
SO - 0005361,2016-02-16,Wholesale,9,670.0,6030.0,435.5,Product 2,22913892.8,ВАО,Северное Измайлово,3919.5,12387402.2,742520.8,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.54,Household materials,Север
SO - 0007571,2016-10-31,Distributor,12,1098.8,13185.6,648.292,Product 1,25571548.3,ВАО,Косино-Ухтомский,7779.504000000001,12387402.2,749890.8,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.69,Printed products,Север
SO - 0001088,2014-09-24,Distributor,12,1005.0,12060.0,562.8,Product 7,25715986.9,ВАО,Восточный,6753.599999999999,12387402.2,778225.1,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.79,IT technology,Север
SO - 0001303,2014-10-23,Wholesale,10,3249.5,32495.0,2697.085,Product 5,17047098.1,САО,Аэропорт,26970.85,13554026.3,756001.2000000001,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.2,Household materials,Восток
SO - 0002135,2015-01-21,Wholesale,7,2385.2,16696.4,1454.972,Product 2,22913892.8,САО,Хорошёвский,10184.804,13554026.3,599951.5,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.64,Household materials,Восток
SO - 0002477,2015-03-04,Wholesale,11,3758.7,41345.7,2367.981,Product 11,20621809.4,САО,Бескудниковский,26047.791,13554026.3,758105.0,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.59,Household materials,Север
SO - 0004978,2016-01-03,Distributor,10,1011.7,10117.0,667.722,Product 3,3066281.8,ЗАО,Крылатское,6677.219999999999,12577179.7,1064857.8,ГБОУ школа № 1296,55.878553187451104,37.56262063357132,0.52,IT technology,Север
SO - 0006165,2016-05-21,Wholesale,12,241.2,2894.4,103.716,Product 13,11774660.4,СВАО,Ростокино,1244.5919999999999,12956171.9,804810.7,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,1.33,Printed products,Север
SO - 0004512,2015-11-09,Wholesale,5,2010.0,10050.0,944.7,Product 7,25715986.9,СВАО,Бутырский,4723.5,12956171.9,877452.1,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,1.13,IT technology,Север
SO - 0007989,2016-12-20,Export,7,1005.0,7035.0,422.1,Product 7,25715986.9,СВАО,Отрадное,2954.7000000000003,12956171.9,640794.7,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,1.38,IT technology,Север
SO - 0001184,2014-10-06,Wholesale,12,917.9,11014.8,706.783,Product 5,17047098.1,СЗАО,Покровское-Стрешнево,8481.396,12797656.6,1404527.7,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.3,Household materials,Восток
SO - 0002752,2015-04-09,Wholesale,8,1025.1,8200.8,481.797,Product 1,25571548.3,СЗАО,Куркино,3854.376,12797656.6,1700821.8,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,1.13,Printed products,Север
SO - 0003610,2015-07-20,Wholesale,7,1038.5,7269.5,654.255,Product 5,17047098.1,СЗАО,Южное Тушино,4579.785,12797656.6,1602117.4,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.59,Household materials,Север
SO - 0005920,2016-04-22,Wholesale,11,3242.8,35670.8,2756.38,Product 7,25715986.9,ЗелАО,Савёлки,30320.18,12744760.1,2507877.0,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.18,IT technology,Запад
SO - 0005265,2016-02-04,Distributor,8,1072.0,8576.0,600.32,Product 5,17047098.1,ЗелАО,Савёлки,4802.56,12744760.1,2507877.0,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.79,Household materials,Восток
SO - 0006363,2016-06-12,Wholesale,12,5480.6,65767.2,3672.002,Product 1,25571548.3,ЗелАО,Крюково,44064.024,12744760.1,2316203.4,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.49,Printed products,Север
SO - 000967,2014-09-11,Wholesale,8,2412.0,19296.0,1447.2,Product 10,3115647.4,ЗелАО,Крюково,11577.6,12744760.1,2316203.4,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.67,Printed products,Север
SO - 0005816,2016-04-08,Distributor,10,1989.9,19899.0,895.455,Product 12,3109289.1,ЗелАО,Силино,8954.550000000001,12744760.1,2583734.4,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,1.22,Printed products,Запад
SO - 0007647,2016-11-09,Wholesale,8,984.9,7879.2,827.316,Product 1,25571548.3,ЗелАО,Старое Крюково,6618.528,12744760.1,2524412.6,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.19,Printed products,Север
SO - 0001969,2015-01-04,Export,6,2586.2,15517.2,1034.48,Product 10,3115647.4,ЮЗАО,Тёплый Стан,6206.88,14198700.3,1638773.1,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,1.5,Printed products,Север
SO - 0005224,2016-01-30,Distributor,8,5554.3,44434.4,4276.811,Product 14,3144263.1,ЮВАО,Выхино-Жулебино,34214.488,12250166.1,1213189.1,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.3,Printed products,Север
SO - 0003097,2015-05-18,Distributor,9,1179.2,10612.8,601.392,Product 7,25715986.9,ЮВАО,Рязанский,5412.528,12250166.1,924613.4,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.96,IT technology,Север
SO - 0004972,2016-01-03,Distributor,9,1025.1,9225.9,830.331,Product 9,9261644.49999999,ЮВАО,Нижегородский,7472.979,12250166.1,1266614.9,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.23,Household materials,Запад
SO - 0001946,2015-01-02,Distributor,7,797.3,5581.1,518.245,Product 5,17047098.1,САО,Молжаниновский,3627.715,13554026.3,1207266.3,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.54,Household materials,Север
SO - 000711,2014-08-11,Wholesale,5,2519.2,12596.0,1309.984,Product 7,25715986.9,ЮАО,Нагатинский Затон,6549.92,11968129.6,915789.5,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.92,IT technology,Север
SO - 0003080,2015-05-16,Wholesale,11,1728.6,19014.6,1175.448,Product 2,22913892.8,ЮАО,Нагатинский Затон,12929.928000000002,11968129.6,915789.5,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.47,Household materials,Юг
SO - 0007614,2016-11-04,Wholesale,11,214.4,2358.4,126.496,Product 10,3115647.4,ЮАО,Даниловский,1391.456,11968129.6,499545.3,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.69,Printed products,Юг
SO - 0004799,2015-12-13,Export,11,1788.9,19677.9,1234.341,Product 2,22913892.8,ЦАО,Замоскворечье,13577.750999999998,12422885.4,1432647.6,ГБОУ Многопрофильная школа № 1220,55.81730736222581,37.62153490700037,0.45,Household materials,Север
SO - 0007564,2016-10-31,Wholesale,6,1165.8,6994.8,512.952,Product 13,11774660.4,СВАО,Ростокино,3077.712,12956171.9,804810.7,ГБОУ школа № 1985,55.89088327967405,37.398496634921756,1.27,Printed products,Север
SO - 0003592,2015-07-18,Wholesale,9,3021.7,27195.3,1269.114,Product 7,25715986.9,СВАО,Южное Медведково,11422.026,12956171.9,724732.3,ГБОУ школа № 1985,55.89088327967405,37.398496634921756,1.38,IT technology,Север
SO - 0005133,2016-01-19,Wholesale,5,1098.8,5494.0,901.016,Product 13,11774660.4,СВАО,Свиблово,4505.08,12956171.9,769635.7000000001,ГБОУ школа № 1985,55.89088327967405,37.398496634921756,0.22,Printed products,Восток
SO - 000349,2014-07-01,Export,8,1165.8,9326.4,827.718,Product 13,11774660.4,СЗАО,Хорошёво-Мнёвники,6621.744,12797656.6,1570915.5,ГБОУ школа № 1985,55.89088327967405,37.398496634921756,0.41,Printed products,Восток
SO - 0007503,2016-10-24,Wholesale,8,837.5,6700.0,711.875,Product 7,25715986.9,СЗАО,Южное Тушино,5695.0,12797656.6,1602117.4,ГБОУ школа № 1985,55.89088327967405,37.398496634921756,0.18,IT technology,Восток
SO - 0006816,2016-08-04,Wholesale,11,261.3,2874.3,125.424,Product 7,25715986.9,ЦАО,Тверской,1379.664,12422885.4,1363979.3,ГБОУ школа № 1985,55.89088327967405,37.398496634921756,1.08,IT technology,Запад
SO - 0007678,2016-11-13,Wholesale,6,1072.0,6432.0,857.6,Product 1,25571548.3,ЦАО,Красносельский,5145.6,12422885.4,1109761.2,ГБОУ школа № 1985,55.89088327967405,37.398496634921756,0.25,Printed products,Восток
SO - 0002105,2015-01-18,Wholesale,5,3932.9,19664.5,1769.805,Product 10,3115647.4,СВАО,Ростокино,8849.025,12956171.9,804810.7,ГБОУ школа № 956,55.867694846695706,37.64268307082967,1.22,Printed products,Север
SO - 0003215,2015-05-31,Wholesale,11,174.2,1916.2,127.166,Product 7,25715986.9,СВАО,Алексеевский,1398.826,12956171.9,891368.0,ГБОУ школа № 956,55.867694846695706,37.64268307082967,0.37,IT technology,Север
SO - 0005985,2016-04-29,Wholesale,7,1139.0,7973.0,683.4,Product 11,20621809.4,ВАО,Измайлово,4783.8,12387402.2,715178.1,ГБОУ школа № 956,55.867694846695706,37.64268307082967,0.67,Household materials,Юг
SO - 0006656,2016-07-17,Wholesale,8,844.2,6753.6,641.592,Product 12,3109289.1,ВАО,Новогиреево,5132.736,12387402.2,843114.6,ГБОУ школа № 956,55.867694846695706,37.64268307082967,0.32,Printed products,Север
SO - 0001337,2014-10-27,Wholesale,6,268.0,1608.0,125.96,Product 4,2857288.7,ЮАО,Чертаново Южное,755.76,11968129.6,674395.2,ГБОУ школа № 956,55.867694846695706,37.64268307082967,1.13,Printed products,Восток
SO - 0003807,2015-08-11,Wholesale,10,1105.5,11055.0,795.96,Product 3,3066281.8,ЮАО,Чертаново Южное,7959.6,11968129.6,674395.2,ГБОУ школа № 956,55.867694846695706,37.64268307082967,0.39,IT technology,Восток
SO - 0002852,2015-04-21,Distributor,8,2398.6,19188.8,1535.104,Product 11,20621809.4,ЮАО,Бирюлёво Восточное,12280.832,11968129.6,681885.8,ГБОУ школа № 956,55.867694846695706,37.64268307082967,0.56,Household materials,Север
SO - 0004878,2015-12-22,Export,8,6204.2,49633.6,3226.184,Product 1,25571548.3,ЮАО,Братеево,25809.472,11968129.6,860943.3,ГБОУ школа № 956,55.867694846695706,37.64268307082967,0.92,Printed products,Запад
SO - 0004900,2015-12-24,Wholesale,10,2405.3,24053.0,986.173,Product 13,11774660.4,СВАО,Ростокино,9861.73,12956171.9,804810.7,ГБОУ школа № 830,55.81385197117055,37.459069895623614,1.44,Printed products,Запад
SO - 0005637,2016-03-19,Wholesale,7,1065.3,7457.1,767.016,Product 2,22913892.8,СВАО,Ярославский,5369.112,12956171.9,953584.2,ГБОУ школа № 830,55.81385197117055,37.459069895623614,0.39,Household materials,Запад
SO - 0007228,2016-09-22,Wholesale,6,1051.9,6311.4,873.077,Product 5,17047098.1,СЗАО,Строгино,5238.4619999999995,12797656.6,1583538.3,ГБОУ школа № 830,55.81385197117055,37.459069895623614,0.2,Household materials,Север
SO - 0003845,2015-08-15,Export,6,1319.9,7919.4,725.945,Product 7,25715986.9,СЗАО,Куркино,4355.67,12797656.6,1700821.8,ГБОУ школа № 830,55.81385197117055,37.459069895623614,0.82,IT technology,Север
SO - 000921,2014-09-05,Export,7,3819.0,26733.0,3207.96,Product 1,25571548.3,ЗелАО,Старое Крюково,22455.72,12744760.1,2524412.6,ГБОУ школа № 830,55.81385197117055,37.459069895623614,0.19,Printed products,Юг
SO - 0002473,2015-03-03,Distributor,8,2398.6,19188.8,1918.88,Product 5,17047098.1,ЗелАО,Матушкино,15351.04,12744760.1,2812532.7,ГБОУ школа № 830,55.81385197117055,37.459069895623614,0.25,Household materials,Восток
SO - 0006512,2016-07-01,Distributor,5,1005.0,5025.0,603.0,Product 9,9261644.49999999,ЮЗАО,Южное Бутово,3015.0,14198700.3,1269777.3,ГБОУ школа № 830,55.81385197117055,37.459069895623614,0.67,Household materials,Север
SO - 0003267,2015-06-05,Distributor,12,1005.0,12060.0,783.9,Product 1,25571548.3,ЮВАО,Выхино-Жулебино,9406.8,12250166.1,1213189.1,ГБОУ школа № 830,55.81385197117055,37.459069895623614,0.28,Printed products,Север
